sex,death_month,age_group,deaths_2019,State
Female,1,0,1387,Brazil
Female,1,01-04,196,Brazil
Female,1,05-09,91,Brazil
Female,1,10-14,162,Brazil
Female,1,15-19,263,Brazil
Female,1,20-24,373,Brazil
Female,1,25-29,431,Brazil
Female,1,30-34,631,Brazil
Female,1,35-39,885,Brazil
Female,1,40-44,1065,Brazil
Female,1,45-49,1440,Brazil
Female,1,50-54,2002,Brazil
Female,1,55-59,2752,Brazil
Female,1,60-64,3532,Brazil
Female,1,65-69,4194,Brazil
Female,1,70-74,4983,Brazil
Female,1,75-79,5481,Brazil
Female,1,80-84,6265,Brazil
Female,1,85-89,6016,Brazil
Female,1,90,6766,Brazil
Female,2,0,1262,Brazil
Female,2,01-04,155,Brazil
Female,2,05-09,80,Brazil
Female,2,10-14,128,Brazil
Female,2,15-19,280,Brazil
Female,2,20-24,343,Brazil
Female,2,25-29,399,Brazil
Female,2,30-34,608,Brazil
Female,2,35-39,785,Brazil
Female,2,40-44,1040,Brazil
Female,2,45-49,1331,Brazil
Female,2,50-54,1855,Brazil
Female,2,55-59,2421,Brazil
Female,2,60-64,3112,Brazil
Female,2,65-69,3775,Brazil
Female,2,70-74,4205,Brazil
Female,2,75-79,4950,Brazil
Female,2,80-84,5667,Brazil
Female,2,85-89,5308,Brazil
Female,2,90,5860,Brazil
Female,3,0,1370,Brazil
Female,3,01-04,203,Brazil
Female,3,05-09,127,Brazil
Female,3,10-14,138,Brazil
Female,3,15-19,282,Brazil
Female,3,20-24,385,Brazil
Female,3,25-29,465,Brazil
Female,3,30-34,577,Brazil
Female,3,35-39,923,Brazil
Female,3,40-44,1178,Brazil
Female,3,45-49,1502,Brazil
Female,3,50-54,1969,Brazil
Female,3,55-59,2751,Brazil
Female,3,60-64,3557,Brazil
Female,3,65-69,4221,Brazil
Female,3,70-74,4911,Brazil
Female,3,75-79,5389,Brazil
Female,3,80-84,6222,Brazil
Female,3,85-89,5975,Brazil
Female,3,90,6513,Brazil
Female,4,0,1436,Brazil
Female,4,01-04,244,Brazil
Female,4,05-09,122,Brazil
Female,4,10-14,136,Brazil
Female,4,15-19,293,Brazil
Female,4,20-24,381,Brazil
Female,4,25-29,427,Brazil
Female,4,30-34,605,Brazil
Female,4,35-39,896,Brazil
Female,4,40-44,1190,Brazil
Female,4,45-49,1532,Brazil
Female,4,50-54,2062,Brazil
Female,4,55-59,2689,Brazil
Female,4,60-64,3644,Brazil
Female,4,65-69,4256,Brazil
Female,4,70-74,4836,Brazil
Female,4,75-79,5635,Brazil
Female,4,80-84,6317,Brazil
Female,4,85-89,5849,Brazil
Female,4,90,6567,Brazil
Female,5,0,1473,Brazil
Female,5,01-04,225,Brazil
Female,5,05-09,132,Brazil
Female,5,10-14,143,Brazil
Female,5,15-19,291,Brazil
Female,5,20-24,390,Brazil
Female,5,25-29,449,Brazil
Female,5,30-34,651,Brazil
Female,5,35-39,934,Brazil
Female,5,40-44,1189,Brazil
Female,5,45-49,1585,Brazil
Female,5,50-54,2168,Brazil
Female,5,55-59,2994,Brazil
Female,5,60-64,3825,Brazil
Female,5,65-69,4717,Brazil
Female,5,70-74,5317,Brazil
Female,5,75-79,6158,Brazil
Female,5,80-84,6894,Brazil
Female,5,85-89,6424,Brazil
Female,5,90,7183,Brazil
Female,6,0,1336,Brazil
Female,6,01-04,255,Brazil
Female,6,05-09,136,Brazil
Female,6,10-14,122,Brazil
Female,6,15-19,328,Brazil
Female,6,20-24,406,Brazil
Female,6,25-29,459,Brazil
Female,6,30-34,611,Brazil
Female,6,35-39,879,Brazil
Female,6,40-44,1237,Brazil
Female,6,45-49,1565,Brazil
Female,6,50-54,2152,Brazil
Female,6,55-59,2934,Brazil
Female,6,60-64,3854,Brazil
Female,6,65-69,4655,Brazil
Female,6,70-74,5207,Brazil
Female,6,75-79,6158,Brazil
Female,6,80-84,6908,Brazil
Female,6,85-89,6674,Brazil
Female,6,90,7524,Brazil
Female,7,0,1304,Brazil
Female,7,01-04,197,Brazil
Female,7,05-09,119,Brazil
Female,7,10-14,168,Brazil
Female,7,15-19,272,Brazil
Female,7,20-24,409,Brazil
Female,7,25-29,452,Brazil
Female,7,30-34,596,Brazil
Female,7,35-39,926,Brazil
Female,7,40-44,1154,Brazil
Female,7,45-49,1538,Brazil
Female,7,50-54,2245,Brazil
Female,7,55-59,3105,Brazil
Female,7,60-64,4051,Brazil
Female,7,65-69,4917,Brazil
Female,7,70-74,5567,Brazil
Female,7,75-79,6486,Brazil
Female,7,80-84,7465,Brazil
Female,7,85-89,7260,Brazil
Female,7,90,8075,Brazil
Female,8,0,1290,Brazil
Female,8,01-04,222,Brazil
Female,8,05-09,120,Brazil
Female,8,10-14,150,Brazil
Female,8,15-19,270,Brazil
Female,8,20-24,356,Brazil
Female,8,25-29,430,Brazil
Female,8,30-34,627,Brazil
Female,8,35-39,868,Brazil
Female,8,40-44,1115,Brazil
Female,8,45-49,1535,Brazil
Female,8,50-54,2107,Brazil
Female,8,55-59,2936,Brazil
Female,8,60-64,3802,Brazil
Female,8,65-69,4785,Brazil
Female,8,70-74,5112,Brazil
Female,8,75-79,6300,Brazil
Female,8,80-84,6927,Brazil
Female,8,85-89,6641,Brazil
Female,8,90,7580,Brazil
Female,9,0,1148,Brazil
Female,9,01-04,227,Brazil
Female,9,05-09,111,Brazil
Female,9,10-14,141,Brazil
Female,9,15-19,271,Brazil
Female,9,20-24,364,Brazil
Female,9,25-29,451,Brazil
Female,9,30-34,607,Brazil
Female,9,35-39,829,Brazil
Female,9,40-44,1119,Brazil
Female,9,45-49,1490,Brazil
Female,9,50-54,2086,Brazil
Female,9,55-59,2721,Brazil
Female,9,60-64,3466,Brazil
Female,9,65-69,4417,Brazil
Female,9,70-74,4958,Brazil
Female,9,75-79,5846,Brazil
Female,9,80-84,6550,Brazil
Female,9,85-89,6405,Brazil
Female,9,90,7256,Brazil
Female,10,0,1202,Brazil
Female,10,01-04,207,Brazil
Female,10,05-09,119,Brazil
Female,10,10-14,137,Brazil
Female,10,15-19,271,Brazil
Female,10,20-24,381,Brazil
Female,10,25-29,449,Brazil
Female,10,30-34,556,Brazil
Female,10,35-39,854,Brazil
Female,10,40-44,1194,Brazil
Female,10,45-49,1454,Brazil
Female,10,50-54,2153,Brazil
Female,10,55-59,2804,Brazil
Female,10,60-64,3557,Brazil
Female,10,65-69,4365,Brazil
Female,10,70-74,4966,Brazil
Female,10,75-79,5740,Brazil
Female,10,80-84,6524,Brazil
Female,10,85-89,5997,Brazil
Female,10,90,7031,Brazil
Female,11,0,1197,Brazil
Female,11,01-04,216,Brazil
Female,11,05-09,100,Brazil
Female,11,10-14,125,Brazil
Female,11,15-19,263,Brazil
Female,11,20-24,423,Brazil
Female,11,25-29,461,Brazil
Female,11,30-34,600,Brazil
Female,11,35-39,764,Brazil
Female,11,40-44,1099,Brazil
Female,11,45-49,1376,Brazil
Female,11,50-54,1879,Brazil
Female,11,55-59,2628,Brazil
Female,11,60-64,3470,Brazil
Female,11,65-69,4138,Brazil
Female,11,70-74,4677,Brazil
Female,11,75-79,5384,Brazil
Female,11,80-84,6004,Brazil
Female,11,85-89,5712,Brazil
Female,11,90,6654,Brazil
Female,12,0,1219,Brazil
Female,12,01-04,193,Brazil
Female,12,05-09,128,Brazil
Female,12,10-14,155,Brazil
Female,12,15-19,287,Brazil
Female,12,20-24,403,Brazil
Female,12,25-29,406,Brazil
Female,12,30-34,568,Brazil
Female,12,35-39,824,Brazil
Female,12,40-44,1176,Brazil
Female,12,45-49,1524,Brazil
Female,12,50-54,2057,Brazil
Female,12,55-59,2730,Brazil
Female,12,60-64,3509,Brazil
Female,12,65-69,4356,Brazil
Female,12,70-74,4922,Brazil
Female,12,75-79,5544,Brazil
Female,12,80-84,6300,Brazil
Female,12,85-89,5879,Brazil
Female,12,90,6774,Brazil
Male,1,0,1630,Brazil
Male,1,01-04,256,Brazil
Male,1,05-09,140,Brazil
Male,1,10-14,225,Brazil
Male,1,15-19,1266,Brazil
Male,1,20-24,1794,Brazil
Male,1,25-29,1706,Brazil
Male,1,30-34,1733,Brazil
Male,1,35-39,2014,Brazil
Male,1,40-44,2265,Brazil
Male,1,45-49,2649,Brazil
Male,1,50-54,3572,Brazil
Male,1,55-59,4424,Brazil
Male,1,60-64,5514,Brazil
Male,1,65-69,5996,Brazil
Male,1,70-74,6152,Brazil
Male,1,75-79,6156,Brazil
Male,1,80-84,5715,Brazil
Male,1,85-89,4347,Brazil
Male,1,90,3580,Brazil
Male,2,0,1611,Brazil
Male,2,01-04,195,Brazil
Male,2,05-09,115,Brazil
Male,2,10-14,175,Brazil
Male,2,15-19,1072,Brazil
Male,2,20-24,1590,Brazil
Male,2,25-29,1449,Brazil
Male,2,30-34,1460,Brazil
Male,2,35-39,1748,Brazil
Male,2,40-44,1948,Brazil
Male,2,45-49,2341,Brazil
Male,2,50-54,3122,Brazil
Male,2,55-59,4060,Brazil
Male,2,60-64,4796,Brazil
Male,2,65-69,5283,Brazil
Male,2,70-74,5354,Brazil
Male,2,75-79,5489,Brazil
Male,2,80-84,4976,Brazil
Male,2,85-89,3843,Brazil
Male,2,90,3306,Brazil
Male,3,0,1772,Brazil
Male,3,01-04,261,Brazil
Male,3,05-09,173,Brazil
Male,3,10-14,213,Brazil
Male,3,15-19,1141,Brazil
Male,3,20-24,1749,Brazil
Male,3,25-29,1583,Brazil
Male,3,30-34,1668,Brazil
Male,3,35-39,1905,Brazil
Male,3,40-44,2194,Brazil
Male,3,45-49,2700,Brazil
Male,3,50-54,3582,Brazil
Male,3,55-59,4477,Brazil
Male,3,60-64,5324,Brazil
Male,3,65-69,5887,Brazil
Male,3,70-74,6047,Brazil
Male,3,75-79,6084,Brazil
Male,3,80-84,5817,Brazil
Male,3,85-89,4321,Brazil
Male,3,90,3666,Brazil
Male,4,0,1759,Brazil
Male,4,01-04,318,Brazil
Male,4,05-09,166,Brazil
Male,4,10-14,226,Brazil
Male,4,15-19,1117,Brazil
Male,4,20-24,1712,Brazil
Male,4,25-29,1498,Brazil
Male,4,30-34,1738,Brazil
Male,4,35-39,1905,Brazil
Male,4,40-44,2158,Brazil
Male,4,45-49,2509,Brazil
Male,4,50-54,3538,Brazil
Male,4,55-59,4469,Brazil
Male,4,60-64,5438,Brazil
Male,4,65-69,6077,Brazil
Male,4,70-74,6270,Brazil
Male,4,75-79,6177,Brazil
Male,4,80-84,5693,Brazil
Male,4,85-89,4393,Brazil
Male,4,90,3769,Brazil
Male,5,0,1771,Brazil
Male,5,01-04,336,Brazil
Male,5,05-09,151,Brazil
Male,5,10-14,238,Brazil
Male,5,15-19,1179,Brazil
Male,5,20-24,1753,Brazil
Male,5,25-29,1504,Brazil
Male,5,30-34,1608,Brazil
Male,5,35-39,1934,Brazil
Male,5,40-44,2194,Brazil
Male,5,45-49,2734,Brazil
Male,5,50-54,3779,Brazil
Male,5,55-59,4788,Brazil
Male,5,60-64,5840,Brazil
Male,5,65-69,6616,Brazil
Male,5,70-74,6714,Brazil
Male,5,75-79,6976,Brazil
Male,5,80-84,6224,Brazil
Male,5,85-89,4876,Brazil
Male,5,90,4066,Brazil
Male,6,0,1675,Brazil
Male,6,01-04,299,Brazil
Male,6,05-09,143,Brazil
Male,6,10-14,189,Brazil
Male,6,15-19,1068,Brazil
Male,6,20-24,1603,Brazil
Male,6,25-29,1508,Brazil
Male,6,30-34,1681,Brazil
Male,6,35-39,1928,Brazil
Male,6,40-44,2256,Brazil
Male,6,45-49,2683,Brazil
Male,6,50-54,3684,Brazil
Male,6,55-59,4695,Brazil
Male,6,60-64,5798,Brazil
Male,6,65-69,6507,Brazil
Male,6,70-74,6880,Brazil
Male,6,75-79,6893,Brazil
Male,6,80-84,6482,Brazil
Male,6,85-89,4992,Brazil
Male,6,90,4247,Brazil
Male,7,0,1636,Brazil
Male,7,01-04,260,Brazil
Male,7,05-09,160,Brazil
Male,7,10-14,194,Brazil
Male,7,15-19,1025,Brazil
Male,7,20-24,1649,Brazil
Male,7,25-29,1493,Brazil
Male,7,30-34,1631,Brazil
Male,7,35-39,1920,Brazil
Male,7,40-44,2114,Brazil
Male,7,45-49,2818,Brazil
Male,7,50-54,3803,Brazil
Male,7,55-59,5051,Brazil
Male,7,60-64,6117,Brazil
Male,7,65-69,6884,Brazil
Male,7,70-74,7006,Brazil
Male,7,75-79,7408,Brazil
Male,7,80-84,7006,Brazil
Male,7,85-89,5500,Brazil
Male,7,90,4589,Brazil
Male,8,0,1508,Brazil
Male,8,01-04,267,Brazil
Male,8,05-09,133,Brazil
Male,8,10-14,201,Brazil
Male,8,15-19,1009,Brazil
Male,8,20-24,1597,Brazil
Male,8,25-29,1500,Brazil
Male,8,30-34,1542,Brazil
Male,8,35-39,1829,Brazil
Male,8,40-44,2119,Brazil
Male,8,45-49,2647,Brazil
Male,8,50-54,3642,Brazil
Male,8,55-59,4710,Brazil
Male,8,60-64,5848,Brazil
Male,8,65-69,6694,Brazil
Male,8,70-74,6915,Brazil
Male,8,75-79,6836,Brazil
Male,8,80-84,6461,Brazil
Male,8,85-89,5091,Brazil
Male,8,90,4483,Brazil
Male,9,0,1450,Brazil
Male,9,01-04,256,Brazil
Male,9,05-09,134,Brazil
Male,9,10-14,230,Brazil
Male,9,15-19,1111,Brazil
Male,9,20-24,1621,Brazil
Male,9,25-29,1516,Brazil
Male,9,30-34,1585,Brazil
Male,9,35-39,1892,Brazil
Male,9,40-44,2093,Brazil
Male,9,45-49,2538,Brazil
Male,9,50-54,3488,Brazil
Male,9,55-59,4488,Brazil
Male,9,60-64,5400,Brazil
Male,9,65-69,6162,Brazil
Male,9,70-74,6239,Brazil
Male,9,75-79,6495,Brazil
Male,9,80-84,6141,Brazil
Male,9,85-89,4671,Brazil
Male,9,90,3962,Brazil
Male,10,0,1507,Brazil
Male,10,01-04,262,Brazil
Male,10,05-09,144,Brazil
Male,10,10-14,200,Brazil
Male,10,15-19,1077,Brazil
Male,10,20-24,1726,Brazil
Male,10,25-29,1626,Brazil
Male,10,30-34,1601,Brazil
Male,10,35-39,1816,Brazil
Male,10,40-44,2153,Brazil
Male,10,45-49,2587,Brazil
Male,10,50-54,3515,Brazil
Male,10,55-59,4433,Brazil
Male,10,60-64,5534,Brazil
Male,10,65-69,5997,Brazil
Male,10,70-74,6392,Brazil
Male,10,75-79,6336,Brazil
Male,10,80-84,5818,Brazil
Male,10,85-89,4614,Brazil
Male,10,90,3849,Brazil
Male,11,0,1523,Brazil
Male,11,01-04,272,Brazil
Male,11,05-09,167,Brazil
Male,11,10-14,222,Brazil
Male,11,15-19,1062,Brazil
Male,11,20-24,1666,Brazil
Male,11,25-29,1571,Brazil
Male,11,30-34,1581,Brazil
Male,11,35-39,1804,Brazil
Male,11,40-44,2097,Brazil
Male,11,45-49,2466,Brazil
Male,11,50-54,3214,Brazil
Male,11,55-59,4267,Brazil
Male,11,60-64,5236,Brazil
Male,11,65-69,5798,Brazil
Male,11,70-74,5939,Brazil
Male,11,75-79,5903,Brazil
Male,11,80-84,5538,Brazil
Male,11,85-89,4302,Brazil
Male,11,90,3507,Brazil
Male,12,0,1559,Brazil
Male,12,01-04,285,Brazil
Male,12,05-09,148,Brazil
Male,12,10-14,204,Brazil
Male,12,15-19,1142,Brazil
Male,12,20-24,1825,Brazil
Male,12,25-29,1629,Brazil
Male,12,30-34,1815,Brazil
Male,12,35-39,1903,Brazil
Male,12,40-44,2281,Brazil
Male,12,45-49,2651,Brazil
Male,12,50-54,3666,Brazil
Male,12,55-59,4588,Brazil
Male,12,60-64,5506,Brazil
Male,12,65-69,6157,Brazil
Male,12,70-74,6194,Brazil
Male,12,75-79,6150,Brazil
Male,12,80-84,5770,Brazil
Male,12,85-89,4457,Brazil
Male,12,90,3647,Brazil
Total,1,0,3017,Brazil
Total,1,01-04,452,Brazil
Total,1,05-09,231,Brazil
Total,1,10-14,387,Brazil
Total,1,15-19,1529,Brazil
Total,1,20-24,2167,Brazil
Total,1,25-29,2137,Brazil
Total,1,30-34,2364,Brazil
Total,1,35-39,2899,Brazil
Total,1,40-44,3330,Brazil
Total,1,45-49,4089,Brazil
Total,1,50-54,5574,Brazil
Total,1,55-59,7176,Brazil
Total,1,60-64,9046,Brazil
Total,1,65-69,10190,Brazil
Total,1,70-74,11135,Brazil
Total,1,75-79,11637,Brazil
Total,1,80-84,11980,Brazil
Total,1,85-89,10363,Brazil
Total,1,90,10346,Brazil
Total,2,0,2873,Brazil
Total,2,01-04,350,Brazil
Total,2,05-09,195,Brazil
Total,2,10-14,303,Brazil
Total,2,15-19,1352,Brazil
Total,2,20-24,1933,Brazil
Total,2,25-29,1848,Brazil
Total,2,30-34,2068,Brazil
Total,2,35-39,2533,Brazil
Total,2,40-44,2988,Brazil
Total,2,45-49,3672,Brazil
Total,2,50-54,4977,Brazil
Total,2,55-59,6481,Brazil
Total,2,60-64,7908,Brazil
Total,2,65-69,9058,Brazil
Total,2,70-74,9559,Brazil
Total,2,75-79,10439,Brazil
Total,2,80-84,10643,Brazil
Total,2,85-89,9151,Brazil
Total,2,90,9166,Brazil
Total,3,0,3142,Brazil
Total,3,01-04,464,Brazil
Total,3,05-09,300,Brazil
Total,3,10-14,351,Brazil
Total,3,15-19,1423,Brazil
Total,3,20-24,2134,Brazil
Total,3,25-29,2048,Brazil
Total,3,30-34,2245,Brazil
Total,3,35-39,2828,Brazil
Total,3,40-44,3372,Brazil
Total,3,45-49,4202,Brazil
Total,3,50-54,5551,Brazil
Total,3,55-59,7228,Brazil
Total,3,60-64,8881,Brazil
Total,3,65-69,10108,Brazil
Total,3,70-74,10958,Brazil
Total,3,75-79,11473,Brazil
Total,3,80-84,12039,Brazil
Total,3,85-89,10296,Brazil
Total,3,90,10179,Brazil
Total,4,0,3195,Brazil
Total,4,01-04,562,Brazil
Total,4,05-09,288,Brazil
Total,4,10-14,362,Brazil
Total,4,15-19,1410,Brazil
Total,4,20-24,2093,Brazil
Total,4,25-29,1925,Brazil
Total,4,30-34,2343,Brazil
Total,4,35-39,2801,Brazil
Total,4,40-44,3348,Brazil
Total,4,45-49,4041,Brazil
Total,4,50-54,5600,Brazil
Total,4,55-59,7158,Brazil
Total,4,60-64,9082,Brazil
Total,4,65-69,10333,Brazil
Total,4,70-74,11106,Brazil
Total,4,75-79,11812,Brazil
Total,4,80-84,12010,Brazil
Total,4,85-89,10242,Brazil
Total,4,90,10336,Brazil
Total,5,0,3244,Brazil
Total,5,01-04,561,Brazil
Total,5,05-09,283,Brazil
Total,5,10-14,381,Brazil
Total,5,15-19,1470,Brazil
Total,5,20-24,2143,Brazil
Total,5,25-29,1953,Brazil
Total,5,30-34,2259,Brazil
Total,5,35-39,2868,Brazil
Total,5,40-44,3383,Brazil
Total,5,45-49,4319,Brazil
Total,5,50-54,5947,Brazil
Total,5,55-59,7782,Brazil
Total,5,60-64,9665,Brazil
Total,5,65-69,11333,Brazil
Total,5,70-74,12031,Brazil
Total,5,75-79,13134,Brazil
Total,5,80-84,13118,Brazil
Total,5,85-89,11300,Brazil
Total,5,90,11249,Brazil
Total,6,0,3011,Brazil
Total,6,01-04,554,Brazil
Total,6,05-09,279,Brazil
Total,6,10-14,311,Brazil
Total,6,15-19,1396,Brazil
Total,6,20-24,2009,Brazil
Total,6,25-29,1967,Brazil
Total,6,30-34,2292,Brazil
Total,6,35-39,2807,Brazil
Total,6,40-44,3493,Brazil
Total,6,45-49,4248,Brazil
Total,6,50-54,5836,Brazil
Total,6,55-59,7629,Brazil
Total,6,60-64,9652,Brazil
Total,6,65-69,11162,Brazil
Total,6,70-74,12087,Brazil
Total,6,75-79,13051,Brazil
Total,6,80-84,13390,Brazil
Total,6,85-89,11666,Brazil
Total,6,90,11771,Brazil
Total,7,0,2940,Brazil
Total,7,01-04,457,Brazil
Total,7,05-09,279,Brazil
Total,7,10-14,362,Brazil
Total,7,15-19,1297,Brazil
Total,7,20-24,2058,Brazil
Total,7,25-29,1945,Brazil
Total,7,30-34,2227,Brazil
Total,7,35-39,2846,Brazil
Total,7,40-44,3268,Brazil
Total,7,45-49,4356,Brazil
Total,7,50-54,6048,Brazil
Total,7,55-59,8156,Brazil
Total,7,60-64,10168,Brazil
Total,7,65-69,11801,Brazil
Total,7,70-74,12573,Brazil
Total,7,75-79,13894,Brazil
Total,7,80-84,14471,Brazil
Total,7,85-89,12760,Brazil
Total,7,90,12664,Brazil
Total,8,0,2798,Brazil
Total,8,01-04,489,Brazil
Total,8,05-09,253,Brazil
Total,8,10-14,351,Brazil
Total,8,15-19,1279,Brazil
Total,8,20-24,1953,Brazil
Total,8,25-29,1930,Brazil
Total,8,30-34,2169,Brazil
Total,8,35-39,2697,Brazil
Total,8,40-44,3234,Brazil
Total,8,45-49,4182,Brazil
Total,8,50-54,5749,Brazil
Total,8,55-59,7646,Brazil
Total,8,60-64,9650,Brazil
Total,8,65-69,11479,Brazil
Total,8,70-74,12027,Brazil
Total,8,75-79,13136,Brazil
Total,8,80-84,13388,Brazil
Total,8,85-89,11732,Brazil
Total,8,90,12063,Brazil
Total,9,0,2598,Brazil
Total,9,01-04,483,Brazil
Total,9,05-09,245,Brazil
Total,9,10-14,371,Brazil
Total,9,15-19,1382,Brazil
Total,9,20-24,1985,Brazil
Total,9,25-29,1967,Brazil
Total,9,30-34,2192,Brazil
Total,9,35-39,2721,Brazil
Total,9,40-44,3212,Brazil
Total,9,45-49,4028,Brazil
Total,9,50-54,5574,Brazil
Total,9,55-59,7209,Brazil
Total,9,60-64,8866,Brazil
Total,9,65-69,10579,Brazil
Total,9,70-74,11197,Brazil
Total,9,75-79,12341,Brazil
Total,9,80-84,12691,Brazil
Total,9,85-89,11076,Brazil
Total,9,90,11218,Brazil
Total,10,0,2709,Brazil
Total,10,01-04,469,Brazil
Total,10,05-09,263,Brazil
Total,10,10-14,337,Brazil
Total,10,15-19,1348,Brazil
Total,10,20-24,2107,Brazil
Total,10,25-29,2075,Brazil
Total,10,30-34,2157,Brazil
Total,10,35-39,2670,Brazil
Total,10,40-44,3347,Brazil
Total,10,45-49,4041,Brazil
Total,10,50-54,5668,Brazil
Total,10,55-59,7237,Brazil
Total,10,60-64,9091,Brazil
Total,10,65-69,10362,Brazil
Total,10,70-74,11358,Brazil
Total,10,75-79,12076,Brazil
Total,10,80-84,12342,Brazil
Total,10,85-89,10611,Brazil
Total,10,90,10880,Brazil
Total,11,0,2720,Brazil
Total,11,01-04,488,Brazil
Total,11,05-09,267,Brazil
Total,11,10-14,347,Brazil
Total,11,15-19,1325,Brazil
Total,11,20-24,2089,Brazil
Total,11,25-29,2032,Brazil
Total,11,30-34,2181,Brazil
Total,11,35-39,2568,Brazil
Total,11,40-44,3196,Brazil
Total,11,45-49,3842,Brazil
Total,11,50-54,5093,Brazil
Total,11,55-59,6895,Brazil
Total,11,60-64,8706,Brazil
Total,11,65-69,9936,Brazil
Total,11,70-74,10616,Brazil
Total,11,75-79,11287,Brazil
Total,11,80-84,11542,Brazil
Total,11,85-89,10014,Brazil
Total,11,90,10161,Brazil
Total,12,0,2778,Brazil
Total,12,01-04,478,Brazil
Total,12,05-09,276,Brazil
Total,12,10-14,359,Brazil
Total,12,15-19,1429,Brazil
Total,12,20-24,2228,Brazil
Total,12,25-29,2035,Brazil
Total,12,30-34,2383,Brazil
Total,12,35-39,2727,Brazil
Total,12,40-44,3457,Brazil
Total,12,45-49,4175,Brazil
Total,12,50-54,5723,Brazil
Total,12,55-59,7318,Brazil
Total,12,60-64,9015,Brazil
Total,12,65-69,10513,Brazil
Total,12,70-74,11116,Brazil
Total,12,75-79,11694,Brazil
Total,12,80-84,12070,Brazil
Total,12,85-89,10336,Brazil
Total,12,90,10421,Brazil
Female,1,0,4,AC
Female,1,01-04,4,AC
Female,1,10-14,1,AC
Female,1,15-19,4,AC
Female,1,20-24,1,AC
Female,1,25-29,4,AC
Female,1,30-34,4,AC
Female,1,35-39,5,AC
Female,1,40-44,5,AC
Female,1,45-49,10,AC
Female,1,50-54,5,AC
Female,1,55-59,11,AC
Female,1,60-64,4,AC
Female,1,65-69,10,AC
Female,1,70-74,18,AC
Female,1,75-79,8,AC
Female,1,80-84,9,AC
Female,1,85-89,10,AC
Female,1,90,7,AC
Female,2,0,5,AC
Female,2,01-04,2,AC
Female,2,05-09,1,AC
Female,2,10-14,1,AC
Female,2,15-19,4,AC
Female,2,20-24,3,AC
Female,2,25-29,2,AC
Female,2,30-34,4,AC
Female,2,35-39,3,AC
Female,2,40-44,4,AC
Female,2,45-49,6,AC
Female,2,50-54,6,AC
Female,2,55-59,7,AC
Female,2,60-64,8,AC
Female,2,65-69,9,AC
Female,2,70-74,6,AC
Female,2,75-79,12,AC
Female,2,80-84,9,AC
Female,2,85-89,15,AC
Female,2,90,11,AC
Female,3,0,13,AC
Female,3,01-04,2,AC
Female,3,05-09,1,AC
Female,3,15-19,1,AC
Female,3,20-24,1,AC
Female,3,25-29,3,AC
Female,3,35-39,3,AC
Female,3,40-44,3,AC
Female,3,45-49,3,AC
Female,3,50-54,4,AC
Female,3,55-59,8,AC
Female,3,60-64,12,AC
Female,3,65-69,14,AC
Female,3,70-74,11,AC
Female,3,75-79,23,AC
Female,3,80-84,13,AC
Female,3,85-89,12,AC
Female,3,90,12,AC
Female,4,0,6,AC
Female,4,01-04,2,AC
Female,4,05-09,2,AC
Female,4,10-14,3,AC
Female,4,15-19,2,AC
Female,4,20-24,2,AC
Female,4,25-29,1,AC
Female,4,30-34,4,AC
Female,4,35-39,7,AC
Female,4,40-44,5,AC
Female,4,45-49,4,AC
Female,4,50-54,3,AC
Female,4,55-59,10,AC
Female,4,60-64,14,AC
Female,4,65-69,11,AC
Female,4,70-74,13,AC
Female,4,75-79,18,AC
Female,4,80-84,17,AC
Female,4,85-89,15,AC
Female,4,90,16,AC
Female,5,0,11,AC
Female,5,01-04,3,AC
Female,5,05-09,3,AC
Female,5,15-19,3,AC
Female,5,20-24,1,AC
Female,5,25-29,1,AC
Female,5,30-34,2,AC
Female,5,35-39,5,AC
Female,5,40-44,1,AC
Female,5,45-49,12,AC
Female,5,50-54,3,AC
Female,5,55-59,6,AC
Female,5,60-64,10,AC
Female,5,65-69,15,AC
Female,5,70-74,13,AC
Female,5,75-79,14,AC
Female,5,80-84,11,AC
Female,5,85-89,5,AC
Female,5,90,14,AC
Female,6,0,9,AC
Female,6,01-04,1,AC
Female,6,05-09,1,AC
Female,6,10-14,2,AC
Female,6,15-19,1,AC
Female,6,20-24,1,AC
Female,6,25-29,4,AC
Female,6,30-34,2,AC
Female,6,35-39,2,AC
Female,6,40-44,5,AC
Female,6,45-49,5,AC
Female,6,50-54,9,AC
Female,6,55-59,5,AC
Female,6,60-64,9,AC
Female,6,65-69,6,AC
Female,6,70-74,10,AC
Female,6,75-79,10,AC
Female,6,80-84,11,AC
Female,6,85-89,13,AC
Female,6,90,13,AC
Female,7,0,12,AC
Female,7,01-04,1,AC
Female,7,05-09,3,AC
Female,7,10-14,2,AC
Female,7,15-19,3,AC
Female,7,25-29,2,AC
Female,7,30-34,3,AC
Female,7,35-39,2,AC
Female,7,40-44,3,AC
Female,7,45-49,7,AC
Female,7,50-54,4,AC
Female,7,55-59,10,AC
Female,7,60-64,7,AC
Female,7,65-69,9,AC
Female,7,70-74,11,AC
Female,7,75-79,13,AC
Female,7,80-84,9,AC
Female,7,85-89,6,AC
Female,7,90,15,AC
Female,8,0,13,AC
Female,8,01-04,1,AC
Female,8,05-09,2,AC
Female,8,10-14,1,AC
Female,8,15-19,2,AC
Female,8,25-29,5,AC
Female,8,30-34,3,AC
Female,8,35-39,2,AC
Female,8,40-44,2,AC
Female,8,45-49,1,AC
Female,8,50-54,6,AC
Female,8,55-59,8,AC
Female,8,60-64,6,AC
