state,sex,age_group,death_month,all_cause_deaths
MG,Total,70-74,1,1193
MG,Total,75-79,1,1228
MG,Total,80-84,1,1316
MG,Total,85-89,1,1163
MG,Total,90+,1,1171
MG,Total,0,2,246
MG,Total,1-4,2,26
MG,Total,5-9,2,19
MG,Total,10-14,2,31
MG,Total,15-19,2,124
MG,Total,20-24,2,150
MG,Total,25-29,2,158
MG,Total,30-34,2,209
MG,Total,35-39,2,257
MG,Total,40-44,2,319
MG,Total,45-49,2,414
MG,Total,50-54,2,548
MG,Total,55-59,2,700
MG,Total,60-64,2,928
MG,Total,65-69,2,1080
MG,Total,70-74,2,1094
MG,Total,75-79,2,1103
MG,Total,80-84,2,1182
MG,Total,85-89,2,1032
MG,Total,90+,2,1070
MG,Total,0,3,225
MG,Total,1-4,3,40
MG,Total,5-9,3,15
MG,Total,10-14,3,27
MG,Total,15-19,3,115
MG,Total,20-24,3,152
MG,Total,25-29,3,165
MG,Total,30-34,3,206
MG,Total,35-39,3,280
MG,Total,40-44,3,359
MG,Total,45-49,3,458
MG,Total,50-54,3,644
MG,Total,55-59,3,766
MG,Total,60-64,3,1065
MG,Total,65-69,3,1110
MG,Total,70-74,3,1164
MG,Total,75-79,3,1340
MG,Total,80-84,3,1449
MG,Total,85-89,3,1249
MG,Total,90+,3,1261
MG,Total,0,4,205
MG,Total,1-4,4,33
MG,Total,5-9,4,16
MG,Total,10-14,4,26
MG,Total,15-19,4,90
MG,Total,20-24,4,135
MG,Total,25-29,4,144
MG,Total,30-34,4,197
MG,Total,35-39,4,261
MG,Total,40-44,4,316
MG,Total,45-49,4,433
MG,Total,50-54,4,563
MG,Total,55-59,4,694
MG,Total,60-64,4,926
MG,Total,65-69,4,990
MG,Total,70-74,4,1069
MG,Total,75-79,4,1126
MG,Total,80-84,4,1215
MG,Total,85-89,4,1004
MG,Total,90+,4,1012
MG,Total,0,5,226
MG,Total,1-4,5,37
MG,Total,5-9,5,13
MG,Total,10-14,5,28
MG,Total,15-19,5,87
MG,Total,20-24,5,135
MG,Total,25-29,5,148
MG,Total,30-34,5,207
MG,Total,35-39,5,278
MG,Total,40-44,5,337
MG,Total,45-49,5,430
MG,Total,50-54,5,631
MG,Total,55-59,5,825
MG,Total,60-64,5,962
MG,Total,65-69,5,1132
MG,Total,70-74,5,1253
MG,Total,75-79,5,1257
MG,Total,80-84,5,1338
MG,Total,85-89,5,1064
MG,Total,90+,5,1233
MG,Total,0,6,218
MG,Total,1-4,6,30
MG,Total,5-9,6,14
MG,Total,10-14,6,22
MG,Total,15-19,6,96
MG,Total,20-24,6,139
MG,Total,25-29,6,155
MG,Total,30-34,6,178
MG,Total,35-39,6,269
MG,Total,40-44,6,381
MG,Total,45-49,6,474
MG,Total,50-54,6,687
MG,Total,55-59,6,875
MG,Total,60-64,6,1050
MG,Total,65-69,6,1204
MG,Total,70-74,6,1301
MG,Total,75-79,6,1351
MG,Total,80-84,6,1532
MG,Total,85-89,6,1259
MG,Total,90+,6,1334
MG,Total,0,7,190
MG,Total,1-4,7,20
MG,Total,5-9,7,18
MG,Total,10-14,7,26
MG,Total,15-19,7,91
MG,Total,20-24,7,141
MG,Total,25-29,7,178
MG,Total,30-34,7,226
MG,Total,35-39,7,291
MG,Total,40-44,7,411
MG,Total,45-49,7,472
MG,Total,50-54,7,724
MG,Total,55-59,7,994
MG,Total,60-64,7,1204
MG,Total,65-69,7,1456
MG,Total,70-74,7,1516
MG,Total,75-79,7,1580
MG,Total,80-84,7,1684
MG,Total,85-89,7,1469
MG,Total,90+,7,1390
MG,Total,0,8,183
MG,Total,1-4,8,37
MG,Total,5-9,8,13
MG,Total,10-14,8,23
MG,Total,15-19,8,88
MG,Total,20-24,8,128
MG,Total,25-29,8,175
MG,Total,30-34,8,175
MG,Total,35-39,8,332
MG,Total,40-44,8,380
MG,Total,45-49,8,530
MG,Total,50-54,8,729
MG,Total,55-59,8,961
MG,Total,60-64,8,1232
MG,Total,65-69,8,1469
MG,Total,70-74,8,1483
MG,Total,75-79,8,1575
MG,Total,80-84,8,1863
MG,Total,85-89,8,1552
MG,Total,90+,8,1576
MG,Total,0,9,192
MG,Total,1-4,9,27
MG,Total,5-9,9,21
MG,Total,10-14,9,30
MG,Total,15-19,9,96
MG,Total,20-24,9,167
MG,Total,25-29,9,170
MG,Total,30-34,9,187
MG,Total,35-39,9,297
MG,Total,40-44,9,388
MG,Total,45-49,9,512
MG,Total,50-54,9,629
MG,Total,55-59,9,886
MG,Total,60-64,9,1067
MG,Total,65-69,9,1249
MG,Total,70-74,9,1440
MG,Total,75-79,9,1452
MG,Total,80-84,9,1566
MG,Total,85-89,9,1372
MG,Total,90+,9,1388
MG,Total,0,10,226
MG,Total,1-4,10,35
MG,Total,5-9,10,13
MG,Total,10-14,10,17
MG,Total,15-19,10,111
MG,Total,20-24,10,163
MG,Total,25-29,10,201
MG,Total,30-34,10,245
MG,Total,35-39,10,281
MG,Total,40-44,10,359
MG,Total,45-49,10,464
MG,Total,50-54,10,698
MG,Total,55-59,10,931
MG,Total,60-64,10,1115
MG,Total,65-69,10,1342
MG,Total,70-74,10,1527
MG,Total,75-79,10,1498
MG,Total,80-84,10,1658
MG,Total,85-89,10,1437
MG,Total,90+,10,1536
MG,Total,0,11,193
MG,Total,1-4,11,24
MG,Total,5-9,11,16
MG,Total,10-14,11,30
MG,Total,15-19,11,84
MG,Total,20-24,11,138
MG,Total,25-29,11,140
MG,Total,30-34,11,192
MG,Total,35-39,11,264
MG,Total,40-44,11,364
MG,Total,45-49,11,463
MG,Total,50-54,11,609
MG,Total,55-59,11,848
MG,Total,60-64,11,1070
MG,Total,65-69,11,1157
MG,Total,70-74,11,1263
MG,Total,75-79,11,1337
MG,Total,80-84,11,1401
MG,Total,85-89,11,1212
MG,Total,90+,11,1295
MG,Total,0,12,214
MG,Total,1-4,12,32
MG,Total,5-9,12,15
MG,Total,10-14,12,21
MG,Total,15-19,12,100
MG,Total,20-24,12,159
MG,Total,25-29,12,154
MG,Total,30-34,12,207
MG,Total,35-39,12,330
MG,Total,40-44,12,383
MG,Total,45-49,12,490
MG,Total,50-54,12,723
MG,Total,55-59,12,901
MG,Total,60-64,12,1163
MG,Total,65-69,12,1419
MG,Total,70-74,12,1473
MG,Total,75-79,12,1603
MG,Total,80-84,12,1659
MG,Total,85-89,12,1454
MG,Total,90+,12,1383
ES,Total,0,1,46
ES,Total,1-4,1,6
ES,Total,5-9,1,5
ES,Total,10-14,1,12
ES,Total,15-19,1,31
ES,Total,20-24,1,38
ES,Total,25-29,1,36
ES,Total,30-34,1,46
ES,Total,35-39,1,54
ES,Total,40-44,1,60
ES,Total,45-49,1,100
ES,Total,50-54,1,110
ES,Total,55-59,1,133
ES,Total,60-64,1,173
ES,Total,65-69,1,189
ES,Total,70-74,1,194
ES,Total,75-79,1,204
ES,Total,80-84,1,198
ES,Total,85-89,1,184
ES,Total,90+,1,214
ES,Total,0,2,33
ES,Total,1-4,2,7
ES,Total,5-9,2,4
ES,Total,10-14,2,2
ES,Total,15-19,2,36
ES,Total,20-24,2,53
ES,Total,25-29,2,42
ES,Total,30-34,2,35
ES,Total,35-39,2,60
ES,Total,40-44,2,65
ES,Total,45-49,2,85
ES,Total,50-54,2,79
ES,Total,55-59,2,139
ES,Total,60-64,2,158
ES,Total,65-69,2,183
ES,Total,70-74,2,203
ES,Total,75-79,2,181
ES,Total,80-84,2,172
ES,Total,85-89,2,166
ES,Total,90+,2,172
ES,Total,0,3,46
ES,Total,1-4,3,5
ES,Total,5-9,3,1
ES,Total,10-14,3,10
ES,Total,15-19,3,58
ES,Total,20-24,3,62
ES,Total,25-29,3,39
ES,Total,30-34,3,43
ES,Total,35-39,3,47
ES,Total,40-44,3,62
ES,Total,45-49,3,77
ES,Total,50-54,3,121
ES,Total,55-59,3,165
ES,Total,60-64,3,167
ES,Total,65-69,3,210
ES,Total,70-74,3,208
ES,Total,75-79,3,207
ES,Total,80-84,3,231
ES,Total,85-89,3,191
ES,Total,90+,3,167
ES,Total,0,4,33
ES,Total,1-4,4,10
ES,Total,5-9,4,2
ES,Total,10-14,4,7
ES,Total,15-19,4,22
ES,Total,20-24,4,38
ES,Total,25-29,4,43
ES,Total,30-34,4,39
ES,Total,35-39,4,68
ES,Total,40-44,4,76
ES,Total,45-49,4,87
ES,Total,50-54,4,112
ES,Total,55-59,4,127
ES,Total,60-64,4,185
ES,Total,65-69,4,198
ES,Total,70-74,4,193
ES,Total,75-79,4,180
ES,Total,80-84,4,229
ES,Total,85-89,4,210
ES,Total,90+,4,175
ES,Total,0,5,63
ES,Total,1-4,5,9
ES,Total,5-9,5,3
ES,Total,10-14,5,2
ES,Total,15-19,5,33
ES,Total,20-24,5,52
ES,Total,25-29,5,32
ES,Total,30-34,5,51
ES,Total,35-39,5,66
ES,Total,40-44,5,86
ES,Total,45-49,5,118
ES,Total,50-54,5,156
ES,Total,55-59,5,168
ES,Total,60-64,5,239
ES,Total,65-69,5,276
ES,Total,70-74,5,292
ES,Total,75-79,5,262
ES,Total,80-84,5,302
ES,Total,85-89,5,264
ES,Total,90+,5,220
ES,Total,0,6,42
ES,Total,1-4,6,8
ES,Total,5-9,6,7
ES,Total,10-14,6,6
ES,Total,15-19,6,31
ES,Total,20-24,6,50
ES,Total,25-29,6,48
ES,Total,30-34,6,47
ES,Total,35-39,6,75
ES,Total,40-44,6,95
ES,Total,45-49,6,119
ES,Total,50-54,6,142
ES,Total,55-59,6,204
ES,Total,60-64,6,283
ES,Total,65-69,6,302
ES,Total,70-74,6,330
ES,Total,75-79,6,317
ES,Total,80-84,6,345
ES,Total,85-89,6,283
ES,Total,90+,6,262
ES,Total,0,7,33
ES,Total,1-4,7,7
ES,Total,5-9,7,9
ES,Total,10-14,7,7
ES,Total,15-19,7,31
ES,Total,20-24,7,43
ES,Total,25-29,7,38
ES,Total,30-34,7,52
ES,Total,35-39,7,55
ES,Total,40-44,7,91
ES,Total,45-49,7,107
ES,Total,50-54,7,164
ES,Total,55-59,7,187
ES,Total,60-64,7,295
ES,Total,65-69,7,322
ES,Total,70-74,7,279
ES,Total,75-79,7,352
ES,Total,80-84,7,305
ES,Total,85-89,7,263
ES,Total,90+,7,295
ES,Total,0,8,31
ES,Total,1-4,8,6
ES,Total,5-9,8,4
ES,Total,10-14,8,4
ES,Total,15-19,8,21
ES,Total,20-24,8,38
ES,Total,25-29,8,36
ES,Total,30-34,8,42
ES,Total,35-39,8,61
ES,Total,40-44,8,80
ES,Total,45-49,8,87
ES,Total,50-54,8,135
ES,Total,55-59,8,172
ES,Total,60-64,8,218
ES,Total,65-69,8,291
ES,Total,70-74,8,279
ES,Total,75-79,8,274
ES,Total,80-84,8,275
ES,Total,85-89,8,251
ES,Total,90+,8,229
ES,Total,0,9,33
ES,Total,1-4,9,8
ES,Total,5-9,9,5
ES,Total,10-14,9,4
ES,Total,15-19,9,41
ES,Total,20-24,9,42
ES,Total,25-29,9,33
ES,Total,30-34,9,44
ES,Total,35-39,9,56
ES,Total,40-44,9,74
ES,Total,45-49,9,94
ES,Total,50-54,9,125
ES,Total,55-59,9,168
ES,Total,60-64,9,205
ES,Total,65-69,9,219
ES,Total,70-74,9,203
ES,Total,75-79,9,201
ES,Total,80-84,9,244
ES,Total,85-89,9,217
ES,Total,90+,9,229
ES,Total,0,10,46
ES,Total,1-4,10,7
ES,Total,5-9,10,5
ES,Total,10-14,10,8
ES,Total,15-19,10,24
ES,Total,20-24,10,45
ES,Total,25-29,10,43
ES,Total,30-34,10,41
ES,Total,35-39,10,55
ES,Total,40-44,10,74
ES,Total,45-49,10,56
ES,Total,50-54,10,133
ES,Total,55-59,10,158
ES,Total,60-64,10,225
ES,Total,65-69,10,212
ES,Total,70-74,10,242
ES,Total,75-79,10,220
ES,Total,80-84,10,205
ES,Total,85-89,10,189
ES,Total,90+,10,208
ES,Total,0,11,48
ES,Total,1-4,11,7
ES,Total,5-9,11,3
ES,Total,10-14,11,9
ES,Total,15-19,11,24
ES,Total,20-24,11,40
ES,Total,25-29,11,40
ES,Total,30-34,11,48
ES,Total,35-39,11,54
ES,Total,40-44,11,74
ES,Total,45-49,11,111
ES,Total,50-54,11,119
ES,Total,55-59,11,173
ES,Total,60-64,11,231
ES,Total,65-69,11,242
ES,Total,70-74,11,251
ES,Total,75-79,11,245
ES,Total,80-84,11,243
ES,Total,85-89,11,244
ES,Total,90+,11,225
ES,Total,0,12,62
ES,Total,1-4,12,7
ES,Total,5-9,12,3
ES,Total,10-14,12,9
ES,Total,15-19,12,28
ES,Total,20-24,12,46
ES,Total,25-29,12,54
ES,Total,30-34,12,55
ES,Total,35-39,12,75
ES,Total,40-44,12,95
ES,Total,45-49,12,112
ES,Total,50-54,12,155
ES,Total,55-59,12,196
ES,Total,60-64,12,263
ES,Total,65-69,12,307
ES,Total,70-74,12,282
ES,Total,75-79,12,286
ES,Total,80-84,12,281
ES,Total,85-89,12,248
ES,Total,90+,12,246
RJ,Total,0,1,221
RJ,Total,1-4,1,34
RJ,Total,5-9,1,18
RJ,Total,10-14,1,19
RJ,Total,15-19,1,138
RJ,Total,20-24,1,264
RJ,Total,25-29,1,204
RJ,Total,30-34,1,208
RJ,Total,35-39,1,254
RJ,Total,40-44,1,329
RJ,Total,45-49,1,416
RJ,Total,50-54,1,586
RJ,Total,55-59,1,779
RJ,Total,60-64,1,1016
RJ,Total,65-69,1,1226
RJ,Total,70-74,1,1254
RJ,Total,75-79,1,1189
RJ,Total,80-84,1,1293
RJ,Total,85-89,1,1161
RJ,Total,90+,1,1209
RJ,Total,0,2,216
RJ,Total,1-4,2,26
RJ,Total,5-9,2,8
RJ,Total,10-14,2,20
RJ,Total,15-19,2,161
RJ,Total,20-24,2,245
RJ,Total,25-29,2,194
RJ,Total,30-34,2,213
RJ,Total,35-39,2,226
RJ,Total,40-44,2,290
RJ,Total,45-49,2,371
RJ,Total,50-54,2,493
RJ,Total,55-59,2,756
RJ,Total,60-64,2,998
RJ,Total,65-69,2,1176
RJ,Total,70-74,2,1182
RJ,Total,75-79,2,1176
RJ,Total,80-84,2,1153
RJ,Total,85-89,2,1018
RJ,Total,90+,2,1023
RJ,Total,0,3,211
RJ,Total,1-4,3,30
RJ,Total,5-9,3,13
RJ,Total,10-14,3,23
RJ,Total,15-19,3,159
RJ,Total,20-24,3,244
RJ,Total,25-29,3,187
RJ,Total,30-34,3,230
RJ,Total,35-39,3,274
RJ,Total,40-44,3,314
RJ,Total,45-49,3,448
RJ,Total,50-54,3,622
RJ,Total,55-59,3,827
RJ,Total,60-64,3,1067
RJ,Total,65-69,3,1346
RJ,Total,70-74,3,1286
RJ,Total,75-79,3,1316
RJ,Total,80-84,3,1305
RJ,Total,85-89,3,1167
RJ,Total,90+,3,1140
RJ,Total,0,4,214
RJ,Total,1-4,4,29
RJ,Total,5-9,4,10
RJ,Total,10-14,4,26
RJ,Total,15-19,4,155
RJ,Total,20-24,4,242
RJ,Total,25-29,4,239
RJ,Total,30-34,4,257
RJ,Total,35-39,4,351
RJ,Total,40-44,4,522
RJ,Total,45-49,4,618
RJ,Total,50-54,4,895
RJ,Total,55-59,4,1203
RJ,Total,60-64,4,1542
RJ,Total,65-69,4,1743
RJ,Total,70-74,4,1824
RJ,Total,75-79,4,1697
RJ,Total,80-84,4,1746
RJ,Total,85-89,4,1432
RJ,Total,90+,4,1397
RJ,Total,0,5,245
RJ,Total,1-4,5,21
RJ,Total,5-9,5,11
RJ,Total,10-14,5,23
RJ,Total,15-19,5,142
RJ,Total,20-24,5,253
RJ,Total,25-29,5,216
RJ,Total,30-34,5,284
RJ,Total,35-39,5,421
RJ,Total,40-44,5,582
RJ,Total,45-49,5,736
RJ,Total,50-54,5,1062
RJ,Total,55-59,5,1544
RJ,Total,60-64,5,1983
RJ,Total,65-69,5,2385
RJ,Total,70-74,5,2496
RJ,Total,75-79,5,2304
RJ,Total,80-84,5,2231
RJ,Total,85-89,5,1807
RJ,Total,90+,5,1791
RJ,Total,0,6,173
RJ,Total,1-4,6,18
RJ,Total,5-9,6,16
RJ,Total,10-14,6,21
RJ,Total,15-19,6,115
RJ,Total,20-24,6,163
RJ,Total,25-29,6,179
RJ,Total,30-34,6,174
RJ,Total,35-39,6,277
RJ,Total,40-44,6,400
RJ,Total,45-49,6,483
RJ,Total,50-54,6,726
RJ,Total,55-59,6,1028
RJ,Total,60-64,6,1367
RJ,Total,65-69,6,1646
RJ,Total,70-74,6,1734
RJ,Total,75-79,6,1554
RJ,Total,80-84,6,1578
RJ,Total,85-89,6,1315
RJ,Total,90+,6,1241
RJ,Total,0,7,214
RJ,Total,1-4,7,22
RJ,Total,5-9,7,10
RJ,Total,10-14,7,20
RJ,Total,15-19,7,116
RJ,Total,20-24,7,196
RJ,Total,25-29,7,182
RJ,Total,30-34,7,193
RJ,Total,35-39,7,273
RJ,Total,40-44,7,366
RJ,Total,45-49,7,450
RJ,Total,50-54,7,639
RJ,Total,55-59,7,980
RJ,Total,60-64,7,1279
RJ,Total,65-69,7,1456
RJ,Total,70-74,7,1561
RJ,Total,75-79,7,1431
RJ,Total,80-84,7,1456
RJ,Total,85-89,7,1272
RJ,Total,90+,7,1252
RJ,Total,0,8,212
RJ,Total,1-4,8,28
RJ,Total,5-9,8,13
RJ,Total,10-14,8,14
RJ,Total,15-19,8,112
RJ,Total,20-24,8,190
RJ,Total,25-29,8,174
RJ,Total,30-34,8,222
RJ,Total,35-39,8,278
RJ,Total,40-44,8,315
RJ,Total,45-49,8,467
RJ,Total,50-54,8,649
RJ,Total,55-59,8,965
RJ,Total,60-64,8,1273
RJ,Total,65-69,8,1516
RJ,Total,70-74,8,1581
RJ,Total,75-79,8,1587
RJ,Total,80-84,8,1544
RJ,Total,85-89,8,1312
RJ,Total,90+,8,1261
RJ,Total,0,9,174
RJ,Total,1-4,9,29
RJ,Total,5-9,9,10
RJ,Total,10-14,9,17
RJ,Total,15-19,9,94
RJ,Total,20-24,9,201
RJ,Total,25-29,9,188
RJ,Total,30-34,9,204
RJ,Total,35-39,9,259
RJ,Total,40-44,9,356
RJ,Total,45-49,9,497
RJ,Total,50-54,9,614
RJ,Total,55-59,9,877
RJ,Total,60-64,9,1190
RJ,Total,65-69,9,1478
RJ,Total,70-74,9,1532
RJ,Total,75-79,9,1406
RJ,Total,80-84,9,1368
RJ,Total,85-89,9,1121
RJ,Total,90+,9,1115
RJ,Total,0,10,188
RJ,Total,1-4,10,27
RJ,Total,5-9,10,12
RJ,Total,10-14,10,19
RJ,Total,15-19,10,134
RJ,Total,20-24,10,190
RJ,Total,25-29,10,217
RJ,Total,30-34,10,209
RJ,Total,35-39,10,276
RJ,Total,40-44,10,346
RJ,Total,45-49,10,479
RJ,Total,50-54,10,619
RJ,Total,55-59,10,872
RJ,Total,60-64,10,1227
RJ,Total,65-69,10,1378
RJ,Total,70-74,10,1466
RJ,Total,75-79,10,1412
RJ,Total,80-84,10,1385
RJ,Total,85-89,10,1192
RJ,Total,90+,10,1191
RJ,Total,0,11,188
RJ,Total,1-4,11,39
RJ,Total,5-9,11,17
RJ,Total,10-14,11,29
RJ,Total,15-19,11,107
RJ,Total,20-24,11,198
RJ,Total,25-29,11,212
RJ,Total,30-34,11,207
RJ,Total,35-39,11,296
RJ,Total,40-44,11,375
RJ,Total,45-49,11,436
RJ,Total,50-54,11,656
RJ,Total,55-59,11,994
RJ,Total,60-64,11,1296
RJ,Total,65-69,11,1609
RJ,Total,70-74,11,1636
RJ,Total,75-79,11,1585
RJ,Total,80-84,11,1579
RJ,Total,85-89,11,1291
RJ,Total,90+,11,1353
RJ,Total,0,12,222
RJ,Total,1-4,12,41
RJ,Total,5-9,12,14
RJ,Total,10-14,12,24
RJ,Total,15-19,12,126
RJ,Total,20-24,12,220
RJ,Total,25-29,12,208
RJ,Total,30-34,12,270
RJ,Total,35-39,12,328
RJ,Total,40-44,12,439
RJ,Total,45-49,12,566
RJ,Total,50-54,12,838
RJ,Total,55-59,12,1168
RJ,Total,60-64,12,1675
RJ,Total,65-69,12,2044
RJ,Total,70-74,12,2154
RJ,Total,75-79,12,1963
RJ,Total,80-84,12,1991
RJ,Total,85-89,12,1652
RJ,Total,90+,12,1648
SP,Total,0,1,497
SP,Total,1-4,1,59
SP,Total,5-9,1,47
SP,Total,10-14,1,43
SP,Total,15-19,1,216
SP,Total,20-24,1,345
SP,Total,25-29,1,297
SP,Total,30-34,1,403
SP,Total,35-39,1,526
SP,Total,40-44,1,709
SP,Total,45-49,1,902
SP,Total,50-54,1,1301
SP,Total,55-59,1,1698
SP,Total,60-64,1,2148
SP,Total,65-69,1,2535
SP,Total,70-74,1,2645
SP,Total,75-79,1,2595
SP,Total,80-84,1,2894
SP,Total,85-89,1,2459
SP,Total,90+,1,2491
SP,Total,0,2,457
SP,Total,1-4,2,58
SP,Total,5-9,2,29
SP,Total,10-14,2,44
SP,Total,15-19,2,176
SP,Total,20-24,2,267
SP,Total,25-29,2,300
SP,Total,30-34,2,353
SP,Total,35-39,2,513
SP,Total,40-44,2,637
SP,Total,45-49,2,841
SP,Total,50-54,2,1144
SP,Total,55-59,2,1624
SP,Total,60-64,2,2053
SP,Total,65-69,2,2416
SP,Total,70-74,2,2371
SP,Total,75-79,2,2543
SP,Total,80-84,2,2611
SP,Total,85-89,2,2312
SP,Total,90+,2,2266
SP,Total,0,3,548
SP,Total,1-4,3,88
SP,Total,5-9,3,30
SP,Total,10-14,3,53
SP,Total,15-19,3,190
SP,Total,20-24,3,320
SP,Total,25-29,3,345
SP,Total,30-34,3,480
SP,Total,35-39,3,565
SP,Total,40-44,3,733
SP,Total,45-49,3,953
SP,Total,50-54,3,1379
SP,Total,55-59,3,1815
SP,Total,60-64,3,2443
SP,Total,65-69,3,2687
SP,Total,70-74,3,2801
SP,Total,75-79,3,2961
SP,Total,80-84,3,3082
SP,Total,85-89,3,2641
SP,Total,90+,3,2556
SP,Total,0,4,494
SP,Total,1-4,4,58
SP,Total,5-9,4,28
SP,Total,10-14,4,34
SP,Total,15-19,4,174
SP,Total,20-24,4,303
SP,Total,25-29,4,336
SP,Total,30-34,4,434
SP,Total,35-39,4,651
SP,Total,40-44,4,854
SP,Total,45-49,4,1032
SP,Total,50-54,4,1468
SP,Total,55-59,4,1940
SP,Total,60-64,4,2555
SP,Total,65-69,4,2851
SP,Total,70-74,4,2948
SP,Total,75-79,4,2961
SP,Total,80-84,4,2986
SP,Total,85-89,4,2576
SP,Total,90+,4,2455
SP,Total,0,5,440
SP,Total,1-4,5,55
SP,Total,5-9,5,30
SP,Total,10-14,5,48
SP,Total,15-19,5,178
SP,Total,20-24,5,327
SP,Total,25-29,5,363
SP,Total,30-34,5,477
SP,Total,35-39,5,700
SP,Total,40-44,5,930
SP,Total,45-49,5,1168
SP,Total,50-54,5,1683
SP,Total,55-59,5,2327
SP,Total,60-64,5,3020
SP,Total,65-69,5,3488
SP,Total,70-74,5,3668
SP,Total,75-79,5,3601
SP,Total,80-84,5,3707
SP,Total,85-89,5,3138
SP,Total,90+,5,3000
SP,Total,0,6,425
SP,Total,1-4,6,35
SP,Total,5-9,6,31
SP,Total,10-14,6,44
SP,Total,15-19,6,160
SP,Total,20-24,6,273
SP,Total,25-29,6,358
SP,Total,30-34,6,470
SP,Total,35-39,6,646
SP,Total,40-44,6,912
SP,Total,45-49,6,1241
SP,Total,50-54,6,1671
SP,Total,55-59,6,2266
SP,Total,60-64,6,2995
SP,Total,65-69,6,3497
SP,Total,70-74,6,3634
SP,Total,75-79,6,3705
SP,Total,80-84,6,3689
SP,Total,85-89,6,3244
SP,Total,90+,6,3063
SP,Total,0,7,402
SP,Total,1-4,7,62
SP,Total,5-9,7,27
SP,Total,10-14,7,50
SP,Total,15-19,7,164
SP,Total,20-24,7,317
SP,Total,25-29,7,342
SP,Total,30-34,7,467
SP,Total,35-39,7,669
SP,Total,40-44,7,902
SP,Total,45-49,7,1196
SP,Total,50-54,7,1755
SP,Total,55-59,7,2377
SP,Total,60-64,7,3047
SP,Total,65-69,7,3701
SP,Total,70-74,7,3869
SP,Total,75-79,7,3867
SP,Total,80-84,7,3891
SP,Total,85-89,7,3211
SP,Total,90+,7,3185
SP,Total,0,8,423
SP,Total,1-4,8,52
SP,Total,5-9,8,27
SP,Total,10-14,8,46
SP,Total,15-19,8,187
SP,Total,20-24,8,342
SP,Total,25-29,8,336
SP,Total,30-34,8,477
SP,Total,35-39,8,636
SP,Total,40-44,8,877
SP,Total,45-49,8,1223
SP,Total,50-54,8,1623
SP,Total,55-59,8,2249
SP,Total,60-64,8,3084
SP,Total,65-69,8,3522
SP,Total,70-74,8,3638
SP,Total,75-79,8,3691
SP,Total,80-84,8,3847
SP,Total,85-89,8,3254
SP,Total,90+,8,3175
SP,Total,0,9,405
SP,Total,1-4,9,52
SP,Total,5-9,9,23
SP,Total,10-14,9,45
SP,Total,15-19,9,201
SP,Total,20-24,9,333
SP,Total,25-29,9,323
SP,Total,30-34,9,438
SP,Total,35-39,9,574
SP,Total,40-44,9,816
SP,Total,45-49,9,1080
SP,Total,50-54,9,1412
SP,Total,55-59,9,2053
SP,Total,60-64,9,2611
SP,Total,65-69,9,3053
SP,Total,70-74,9,3375
SP,Total,75-79,9,3209
SP,Total,80-84,9,3406
SP,Total,85-89,9,2853
SP,Total,90+,9,2905
SP,Total,0,10,448
SP,Total,1-4,10,61
SP,Total,5-9,10,29
SP,Total,10-14,10,40
SP,Total,15-19,10,198
SP,Total,20-24,10,323
SP,Total,25-29,10,338
SP,Total,30-34,10,471
SP,Total,35-39,10,595
SP,Total,40-44,10,796
SP,Total,45-49,10,1064
SP,Total,50-54,10,1417
SP,Total,55-59,10,1908
SP,Total,60-64,10,2585
SP,Total,65-69,10,3061
SP,Total,70-74,10,3234
SP,Total,75-79,10,3378
SP,Total,80-84,10,3584
SP,Total,85-89,10,3111
SP,Total,90+,10,3125
SP,Total,0,11,423
SP,Total,1-4,11,49
SP,Total,5-9,11,25
SP,Total,10-14,11,42
SP,Total,15-19,11,156
SP,Total,20-24,11,322
SP,Total,25-29,11,347
SP,Total,30-34,11,437
SP,Total,35-39,11,561
SP,Total,40-44,11,727
SP,Total,45-49,11,995
SP,Total,50-54,11,1292
SP,Total,55-59,11,1881
SP,Total,60-64,11,2424
SP,Total,65-69,11,2707
SP,Total,70-74,11,3022
SP,Total,75-79,11,2989
SP,Total,80-84,11,2970
SP,Total,85-89,11,2599
SP,Total,90+,11,2579
SP,Total,0,12,464
SP,Total,1-4,12,53
SP,Total,5-9,12,34
SP,Total,10-14,12,51
SP,Total,15-19,12,178
SP,Total,20-24,12,362
SP,Total,25-29,12,355
SP,Total,30-34,12,495
SP,Total,35-39,12,672
SP,Total,40-44,12,879
SP,Total,45-49,12,1060
SP,Total,50-54,12,1453
SP,Total,55-59,12,2095
SP,Total,60-64,12,2808
SP,Total,65-69,12,3208
SP,Total,70-74,12,3343
SP,Total,75-79,12,3212
SP,Total,80-84,12,3369
SP,Total,85-89,12,2861
SP,Total,90+,12,2823
PR,Total,0,1,119
PR,Total,1-4,1,15
PR,Total,5-9,1,13
PR,Total,10-14,1,20
PR,Total,15-19,1,62
PR,Total,20-24,1,94
PR,Total,25-29,1,114
PR,Total,30-34,1,115
PR,Total,35-39,1,133
PR,Total,40-44,1,170
PR,Total,45-49,1,219
PR,Total,50-54,1,317
PR,Total,55-59,1,396
PR,Total,60-64,1,504
PR,Total,65-69,1,625
PR,Total,70-74,1,665
PR,Total,75-79,1,726
PR,Total,80-84,1,647
PR,Total,85-89,1,591
PR,Total,90+,1,484
PR,Total,0,2,112
PR,Total,1-4,2,19
PR,Total,5-9,2,15
PR,Total,10-14,2,22
PR,Total,15-19,2,55
PR,Total,20-24,2,121
